ts_gmt,load_forecast_dam_mw,load_actual_mw,wind_forecast_dam_mw,wind_forecast_rtpd_mw,wind_actual_mw,solar_forecast_dam_mw,solar_forecast_rtpd_mw,solar_actual_mw,scale_factor
2024-06-11T07:00:00.0,2309.4567,2356.5798,290.3930,272.4464,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:05:00.0,2309.4567,2356.5798,290.3930,272.4464,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:10:00.0,2309.4567,2356.5798,290.3930,272.0547,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:15:00.0,2309.4567,2356.5798,290.3930,271.0756,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:20:00.0,2309.4567,2356.5798,290.3930,270.0965,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:25:00.0,2309.4567,2356.5798,290.3930,269.4304,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:30:00.0,2309.4567,2356.5798,290.3930,269.2340,255.2768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:35:00.0,2299.8892,2347.6785,288.4910,269.0376,255.1323,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:40:00.0,2290.3216,2338.7773,286.5891,268.4093,254.9879,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:45:00.0,2280.7540,2329.8761,284.6871,267.1330,254.8434,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:50:00.0,2271.1865,2320.9748,282.7851,265.8568,254.6989,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T07:55:00.0,2261.6189,2312.0736,280.8832,265.8912,254.5544,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:00:00.0,2252.0513,2303.1723,278.9812,267.8916,254.4099,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:05:00.0,2242.4838,2294.2711,277.0792,269.8920,254.2654,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:10:00.0,2232.9162,2285.3699,275.1773,271.2633,254.1209,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:15:00.0,2223.3486,2276.4686,273.2753,271.6909,253.9765,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:20:00.0,2213.7811,2267.5674,271.3733,272.1185,253.8320,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:25:00.0,2204.2135,2258.6661,269.4714,272.1061,253.6875,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:30:00.0,2194.6459,2249.7649,267.5694,271.4336,253.5430,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:35:00.0,2187.7234,2242.2099,264.9928,270.7611,251.5875,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:40:00.0,2180.8009,2234.6550,262.4162,270.2711,249.6320,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:45:00.0,2173.8783,2227.1000,259.8396,270.0547,247.6765,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:50:00.0,2166.9558,2219.5450,257.2630,269.8384,245.7209,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T08:55:00.0,2160.0333,2211.9900,254.6864,269.1812,243.7654,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:00:00.0,2153.1107,2204.4351,252.1098,267.8628,241.8099,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:05:00.0,2146.1882,2196.8801,249.5331,266.5444,239.8544,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:10:00.0,2139.2656,2189.3251,246.9565,265.5775,237.8989,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:15:00.0,2132.3431,2181.7702,244.3799,265.1378,235.9434,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:20:00.0,2125.4206,2174.2152,241.8033,264.6981,233.9879,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:25:00.0,2118.4980,2166.6602,239.2267,263.3628,232.0324,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:30:00.0,2111.5755,2159.1053,236.6501,260.6838,230.0768,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:35:00.0,2107.8090,2154.0370,234.0944,258.0049,230.0627,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:40:00.0,2104.0425,2148.9686,231.5387,256.2821,230.0486,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:45:00.0,2100.2761,2143.9003,228.9830,255.9935,230.0344,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:50:00.0,2096.5096,2138.8320,226.4273,255.7050,230.0203,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T09:55:00.0,2092.7431,2133.7637,223.8716,254.0732,230.0062,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T10:00:00.0,2088.9766,2128.6953,221.3159,250.4265,229.9921,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T10:05:00.0,2085.2102,2123.6270,218.7602,246.7798,229.9779,0.0000,0.0000,0.0000,0.12335980914142737
2024-06-11T10:10:00.0,2081.4437,2118.5587,216.2045,242.8246,229.9638,0.0000,0.0000,0.0000,0.12335980914142737
