ts_gmt,load_forecast_dam_mw,load_actual_mw,wind_forecast_dam_mw,wind_forecast_rtpd_mw,wind_actual_mw,solar_forecast_dam_mw,solar_forecast_rtpd_mw,solar_actual_mw,scale_factor
2024-07-02T07:00:00.0,2744.1895,2719.6934,284.1770,280.8072,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:05:00.0,2744.1895,2719.6934,284.1770,280.8072,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:10:00.0,2744.1895,2719.6934,284.1770,280.2734,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:15:00.0,2744.1895,2719.6934,284.1770,278.9389,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:20:00.0,2744.1895,2719.6934,284.1770,277.6043,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:25:00.0,2744.1895,2719.6934,284.1770,276.9694,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:30:00.0,2744.1895,2719.6934,284.1770,277.3841,267.4624,0.0000,0.0000,13.3963,0.10191572723120929
2024-07-02T07:35:00.0,2732.1549,2712.0830,280.8973,277.7987,265.8029,0.0000,0.0000,13.3993,0.10191572723120929
2024-07-02T07:40:00.0,2720.1202,2704.4726,277.6175,278.4569,264.1435,0.0000,0.0000,13.4023,0.10191572723120929
2024-07-02T07:45:00.0,2708.0856,2696.8622,274.3378,279.4804,262.4840,0.0000,0.0000,13.4053,0.10191572723120929
2024-07-02T07:50:00.0,2696.0509,2689.2518,271.0580,280.5039,260.8246,0.0000,0.0000,13.4083,0.10191572723120929
2024-07-02T07:55:00.0,2684.0163,2681.6414,267.7782,280.4900,259.1651,0.0000,0.0000,13.4113,0.10191572723120929
2024-07-02T08:00:00.0,2671.9816,2674.0310,264.4985,278.9201,257.5056,0.0000,0.0000,13.4143,0.10191572723120929
2024-07-02T08:05:00.0,2659.9470,2666.4206,261.2187,277.3502,255.8462,0.0000,0.0000,13.4173,0.10191572723120929
2024-07-02T08:10:00.0,2647.9123,2658.8102,257.9390,276.2077,254.1867,0.0000,0.0000,13.4203,0.10191572723120929
2024-07-02T08:15:00.0,2635.8777,2651.1998,254.6592,275.7062,252.5273,0.0000,0.0000,13.4233,0.10191572723120929
2024-07-02T08:20:00.0,2623.8430,2643.5894,251.3794,275.2048,250.8678,0.0000,0.0000,13.4263,0.10191572723120929
2024-07-02T08:25:00.0,2611.8084,2635.9790,248.0997,274.4891,249.2083,0.0000,0.0000,13.4293,0.10191572723120929
2024-07-02T08:30:00.0,2599.7737,2628.3686,244.8199,273.4520,247.5489,0.0000,0.0000,13.4323,0.10191572723120929
2024-07-02T08:35:00.0,2589.6265,2623.0943,241.2689,272.4148,245.4711,0.0000,0.0000,13.4321,0.10191572723120929
2024-07-02T08:40:00.0,2579.4792,2617.8201,237.7179,271.6982,243.3933,0.0000,0.0000,13.4319,0.10191572723120929
2024-07-02T08:45:00.0,2569.3319,2612.5459,234.1669,271.4622,241.3155,0.0000,0.0000,13.4317,0.10191572723120929
2024-07-02T08:50:00.0,2559.1847,2607.2717,230.6159,271.2262,239.2377,0.0000,0.0000,13.4315,0.10191572723120929
2024-07-02T08:55:00.0,2549.0374,2601.9974,227.0650,270.3435,237.1599,0.0000,0.0000,13.4313,0.10191572723120929
2024-07-02T09:00:00.0,2538.8902,2596.7232,223.5140,268.4907,235.0821,0.0000,0.0000,13.4310,0.10191572723120929
2024-07-02T09:05:00.0,2528.7429,2591.4490,219.9630,266.6379,233.0043,0.0000,0.0000,13.4308,0.10191572723120929
2024-07-02T09:10:00.0,2518.5957,2586.1748,216.4120,263.8704,230.9265,0.0000,0.0000,13.4306,0.10191572723120929
2024-07-02T09:15:00.0,2508.4484,2580.9006,212.8610,259.7309,228.8487,0.0000,0.0000,13.4304,0.10191572723120929
2024-07-02T09:20:00.0,2498.3012,2575.6263,209.3100,255.5913,226.7709,0.0000,0.0000,13.4302,0.10191572723120929
2024-07-02T09:25:00.0,2488.1539,2570.3521,205.7590,251.7039,224.6931,0.0000,0.0000,13.4299,0.10191572723120929
2024-07-02T09:30:00.0,2478.0066,2565.0779,202.2080,248.1947,222.6153,0.0000,0.0000,13.4297,0.10191572723120929
2024-07-02T09:35:00.0,2472.2525,2558.8929,198.4892,244.6855,220.3978,0.0000,0.0000,13.4325,0.10191572723120929
2024-07-02T09:40:00.0,2466.4984,2552.7080,194.7704,242.2194,218.1803,0.0000,0.0000,13.4353,0.10191572723120929
2024-07-02T09:45:00.0,2460.7443,2546.5231,191.0516,241.3179,215.9627,0.0000,0.0000,13.4381,0.10191572723120929
2024-07-02T09:50:00.0,2454.9901,2540.3381,187.3328,240.4164,213.7452,0.0000,0.0000,13.4408,0.10191572723120929
2024-07-02T09:55:00.0,2449.2360,2534.1532,183.6140,238.3689,211.5276,0.0000,0.0000,13.4436,0.10191572723120929
2024-07-02T10:00:00.0,2443.4819,2527.9683,179.8952,234.6025,209.3101,0.0000,0.0000,13.4464,0.10191572723120929
2024-07-02T10:05:00.0,2437.7277,2521.7833,176.1764,230.8361,207.0926,0.0000,0.0000,13.4492,0.10191572723120929
