ts_gmt,load_forecast_dam_mw,load_actual_mw,wind_forecast_dam_mw,wind_forecast_rtpd_mw,wind_actual_mw,solar_forecast_dam_mw,solar_forecast_rtpd_mw,solar_actual_mw,scale_factor
2024-06-25T07:00:00.0,2669.1454,2732.4276,371.4659,355.4798,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:05:00.0,2669.1454,2732.4276,371.4659,355.4798,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:10:00.0,2669.1454,2732.4276,371.4659,354.9406,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:15:00.0,2669.1454,2732.4276,371.4659,353.5928,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:20:00.0,2669.1454,2732.4276,371.4659,352.2449,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:25:00.0,2669.1454,2732.4276,371.4659,350.1462,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:30:00.0,2669.1454,2732.4276,371.4659,346.9211,317.7105,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:35:00.0,2655.5192,2719.3766,370.7321,343.6961,316.6315,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:40:00.0,2641.8931,2706.3257,369.9983,340.3717,315.5525,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:45:00.0,2628.2669,2693.2748,369.2645,336.8983,314.4735,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:50:00.0,2614.6407,2680.2238,368.5307,333.4250,313.3944,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T07:55:00.0,2601.0145,2667.1729,367.7969,330.8333,312.3154,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:00:00.0,2587.3883,2654.1220,367.0631,329.5644,311.2364,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:05:00.0,2573.7621,2641.0710,366.3293,328.2954,310.1574,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:10:00.0,2560.1360,2628.0201,365.5955,327.3036,309.0784,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:15:00.0,2546.5098,2614.9692,364.8617,326.7277,307.9994,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:20:00.0,2532.8836,2601.9183,364.1279,326.1519,306.9204,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:25:00.0,2519.2574,2588.8673,363.3941,324.6679,305.8414,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:30:00.0,2505.6312,2575.8164,362.6603,321.8217,304.7624,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:35:00.0,2495.8823,2565.4026,361.8511,318.9755,300.9799,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:40:00.0,2486.1334,2554.9888,361.0419,317.0262,297.1974,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:45:00.0,2476.3845,2544.5749,360.2327,316.4221,293.4149,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:50:00.0,2466.6355,2534.1611,359.4236,315.8180,289.6324,0.0000,0.0000,0.0000,0.1119353731619103
2024-06-25T08:55:00.0,2456.8866,2523.7473,358.6144,315.2368,285.8499,0.0000,0.0000,0.0000,0.1119353731619103
