ts_gmt,load_forecast_dam_mw,load_actual_mw,wind_forecast_dam_mw,wind_forecast_rtpd_mw,wind_actual_mw,solar_forecast_dam_mw,solar_forecast_rtpd_mw,solar_actual_mw,scale_factor
2024-04-12T07:00:00.0,1973.0982,2037.1804,159.5847,122.8761,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:05:00.0,1973.0982,2037.1804,159.5847,122.8761,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:10:00.0,1973.0982,2037.1804,159.5847,122.6844,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:15:00.0,1973.0982,2037.1804,159.5847,122.2051,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:20:00.0,1973.0982,2037.1804,159.5847,121.7258,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:25:00.0,1973.0982,2037.1804,159.5847,121.4748,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:30:00.0,1973.0982,2037.1804,159.5847,121.5660,117.7911,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:35:00.0,1966.4329,2030.4253,158.5364,121.6572,117.6817,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:40:00.0,1959.7677,2023.6702,157.4881,122.0456,117.5723,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:45:00.0,1953.1024,2016.9151,156.4399,122.8796,117.4629,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:50:00.0,1946.4372,2010.1600,155.3916,123.7137,117.3535,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T07:55:00.0,1939.7720,2003.4048,154.3433,124.7267,117.2441,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:00:00.0,1933.1067,1996.6497,153.2950,126.0080,117.1347,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:05:00.0,1926.4415,1989.8946,152.2468,127.2893,117.0252,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:10:00.0,1919.7762,1983.1395,151.1985,127.9876,116.9158,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:15:00.0,1913.1110,1976.3843,150.1502,127.8111,116.8064,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:20:00.0,1906.4458,1969.6292,149.1020,127.6347,116.6970,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:25:00.0,1899.7805,1962.8741,148.0537,127.3265,116.5876,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:30:00.0,1893.1153,1956.1190,147.0054,126.8206,116.4782,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:35:00.0,1888.0145,1953.9887,145.9569,126.3147,116.4315,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:40:00.0,1882.9137,1951.8584,144.9084,125.3273,116.3847,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:45:00.0,1877.8129,1949.7281,143.8599,123.6177,116.3380,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:50:00.0,1872.7121,1947.5979,142.8114,121.9081,116.2912,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T08:55:00.0,1867.6113,1945.4676,141.7629,120.5382,116.2444,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:00:00.0,1862.5105,1943.3373,140.7144,119.6778,116.1977,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:05:00.0,1857.4097,1941.2070,139.6659,118.8175,116.1509,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:10:00.0,1852.3090,1939.0767,138.6173,118.3722,116.1042,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:15:00.0,1847.2082,1936.9465,137.5688,118.5496,116.0574,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:20:00.0,1842.1074,1934.8162,136.5203,118.7270,116.0107,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:25:00.0,1837.0066,1932.6859,135.4718,119.3431,115.9639,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:30:00.0,1831.9058,1930.5556,134.4233,120.6171,115.9171,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:35:00.0,1830.6991,1929.4311,133.7622,121.8912,115.5572,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:40:00.0,1829.4925,1928.3065,133.1011,122.2078,115.1973,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:45:00.0,1828.2858,1927.1820,132.4400,121.0884,114.8374,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:50:00.0,1827.0792,1926.0575,131.7789,119.9689,114.4775,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T09:55:00.0,1825.8725,1924.9329,131.1178,118.4762,114.1176,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:00:00.0,1824.6659,1923.8084,130.4567,116.4235,113.7577,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:05:00.0,1823.4592,1922.6839,129.7956,114.3708,113.3978,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:10:00.0,1822.2525,1921.5593,129.1345,113.0458,113.0379,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:15:00.0,1821.0459,1920.4348,128.4734,112.8124,112.6780,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:20:00.0,1819.8392,1919.3103,127.8123,112.5789,112.3181,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:25:00.0,1818.6326,1918.1857,127.1512,112.2149,111.9582,0.0000,0.0000,0.0000,0.17197323058203204
2024-04-12T10:30:00.0,1817.4259,1917.0612,126.4901,111.6552,111.5983,0.0000,0.0000,0.0000,0.17197323058203204
