ts_gmt,load_forecast_dam_mw,load_actual_mw,wind_forecast_dam_mw,wind_forecast_rtpd_mw,wind_actual_mw,solar_forecast_dam_mw,solar_forecast_rtpd_mw,solar_actual_mw,scale_factor
2023-09-19T07:00:00.0,2238.8990,2272.4773,282.7373,339.6638,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:05:00.0,2238.8990,2272.4773,282.7373,339.6638,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:10:00.0,2238.8990,2272.4773,282.7373,338.8742,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:15:00.0,2238.8990,2272.4773,282.7373,336.9004,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:20:00.0,2238.8990,2272.4773,282.7373,334.9266,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:25:00.0,2238.8990,2272.4773,282.7373,333.2312,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:30:00.0,2238.8990,2272.4773,282.7373,331.9534,301.9269,3.0961,0.0000,0.0000,0.1368050850191979
2023-09-19T07:35:00.0,2231.3291,2263.4890,281.6048,330.6755,300.7492,3.0705,0.0000,0.0000,0.1368050850191979
2023-09-19T07:40:00.0,2223.7592,2254.5006,280.4722,329.6909,299.5714,3.0448,0.0000,0.0000,0.1368050850191979
2023-09-19T07:45:00.0,2216.1892,2245.5122,279.3397,329.1460,298.3937,3.0191,0.0000,0.0000,0.1368050850191979
2023-09-19T07:50:00.0,2208.6193,2236.5239,278.2072,328.6012,297.2159,2.9935,0.0000,0.0000,0.1368050850191979
2023-09-19T07:55:00.0,2201.0494,2227.5355,277.0746,326.5830,296.0381,2.9678,0.0000,0.0000,0.1368050850191979
2023-09-19T08:00:00.0,2193.4794,2218.5472,275.9421,322.3547,294.8604,2.9422,0.0000,0.0000,0.1368050850191979
2023-09-19T08:05:00.0,2185.9095,2209.5588,274.8096,318.1265,293.6826,2.9165,0.0000,0.0000,0.1368050850191979
2023-09-19T08:10:00.0,2178.3396,2200.5705,273.6770,314.6150,292.5049,2.8908,0.0000,0.0000,0.1368050850191979
2023-09-19T08:15:00.0,2170.7696,2191.5821,272.5445,312.1787,291.3271,2.8652,0.0000,0.0000,0.1368050850191979
2023-09-19T08:20:00.0,2163.1997,2182.5938,271.4120,309.7425,290.1494,2.8395,0.0000,0.0000,0.1368050850191979
2023-09-19T08:25:00.0,2155.6298,2173.6054,270.2794,308.4461,288.9716,2.8139,0.0000,0.0000,0.1368050850191979
2023-09-19T08:30:00.0,2148.0598,2164.6171,269.1469,308.8594,287.7938,2.7882,0.0000,0.0000,0.1368050850191979
2023-09-19T08:35:00.0,2142.9008,2160.9029,267.6986,309.2728,285.3940,2.7576,0.0000,0.0000,0.1368050850191979
2023-09-19T08:40:00.0,2137.7418,2157.1888,266.2504,309.3142,282.9941,2.7269,0.0000,0.0000,0.1368050850191979
2023-09-19T08:45:00.0,2132.5828,2153.4747,264.8021,308.7975,280.5942,2.6963,0.0000,0.0000,0.1368050850191979
2023-09-19T08:50:00.0,2127.4238,2149.7606,263.3538,308.2809,278.1943,2.6656,0.0000,0.0000,0.1368050850191979
2023-09-19T08:55:00.0,2122.2648,2146.0464,261.9056,307.4883,275.7944,2.6350,0.0000,0.0000,0.1368050850191979
2023-09-19T09:00:00.0,2117.1058,2142.3323,260.4573,306.2817,273.3945,2.6043,0.0000,0.0000,0.1368050850191979
2023-09-19T09:05:00.0,2111.9468,2138.6182,259.0090,305.0751,270.9947,2.5737,0.0000,0.0000,0.1368050850191979
2023-09-19T09:10:00.0,2106.7878,2134.9040,257.5607,303.4325,268.5948,2.5430,0.0000,0.0000,0.1368050850191979
2023-09-19T09:15:00.0,2101.6288,2131.1899,256.1125,301.1359,266.1949,2.5124,0.0000,0.0000,0.1368050850191979
2023-09-19T09:20:00.0,2096.4698,2127.4758,254.6642,298.8394,263.7950,2.4817,0.0000,0.0000,0.1368050850191979
2023-09-19T09:25:00.0,2091.3108,2123.7616,253.2159,296.1568,261.3951,2.4511,0.0000,0.0000,0.1368050850191979
2023-09-19T09:30:00.0,2086.1518,2120.0475,251.7676,292.8954,258.9952,2.4204,0.0000,0.0000,0.1368050850191979
